Title,Text,Author
Semnal,"Staţi,
Nu vă mai mişcaţi,
Încremeniţi!
Orice mişcare
E o degradare.
Fructul e începutul putrezirii
Ideii care se deschide-n floare,
Iar zămislirea, primul pas greşit
Al celor ce iubesc şi sunt iubiţi.
Staţi,
Nu vă mai mişcaţi,
Opriţi
În crisalida voastră ţărănească
Fluturul navetist, fatal!
Dar cine, oare,
Ar putea s-oprească
Rostogolirea apei nebunească
Spre a se sparge iar şi iar de mal...
Staţi,
Nu vă mai schimbaţi,
Speraţi
Să nu mai moară nimeni şi nimic:
S-ar naşte alţi călăi
Mai răi
Şi cel mai mic pitic
Ar fi mai mic.
Când orele sunt sfărâmate, marele
Curaj e să opreşti arătătoarele.
",Ana Blandiana
De dragoste,"Nu mă lăsa, aşează-mi-te-alături
Şi ţine-mi capul strâns să nu tresar
Când somnul bont la care-s condamnată
Se-ascute, răsucindu-se-n coşmar;
Cuprinde-mi tâmplele în palme-aşa
Cum ţii să nu se verse un potir
Şi pune-ţi gura peste gura mea:
Inspiră ţipătul care-l expir,
Să nu se-audă hohotul de plâns
Ce-şi hotărăşte trupul meu contur;
Îmbrăţişează-mă să nu mă smulgă
Valul de spaimă care creşte-n jur
Şi duce totul, şi în urma lui
Rămâne doar moloz şi ghilimele,
Şi se chircesc bolnave şi se sting
Şi soarele şi celelalte stele...
",Ana Blandiana
De-a v-aţi ascunselea,"Şi iată, bisericile
Pornesc să alunece pe asfalt
Ca nişte corăbii
Încărcate de spaimă,
Cu turnul catarg
Şi pânze umflate
De vântul
Bătând mereu din altă direcţie,
Încât,
Dacă mergi neatent pe stradă,
Poţi fi oricând călcat de o biserică
Înnebunită,
Grăbită să se ascundă.
",Ana Blandiana
Viermi călători,"Viermi călători, înaripaţi, pe roate,
Viermi cărora li s-a repartizat
Un cimitir mai nou
Şi mai modern;
Valuri de viermi,
Cadavre vechi mutate
În mai ambigua eternitate
A unui secularizat infern:
Valuri de viermi
Migrând în cripte noi,
Viermi călători
Spre ziua de apoi,
În timp ce-n viitorul lac, mai fermi,
Peştii vor învăţa să fie viermi.
",Ana Blandiana
Refren,"La cei ce acum îşi încep călătoria prin regnuri
În pântecele mamelor lor
(Ah, viitorul!)
Sau poate nici n-au ajuns până acolo
Şi mamele lor sunt încă fetiţe jucându-se
Cu elementele chimice nedevenite sămânţă
(Ah, viitorul!)
La ei mă gândesc,
La momentul în care vor vrea să afle
Cum am reuşit;
La cei ce vor fi
Incapabili să-şi imagineze
Şi neînstare să vadă
Prin fereastra murdară
Întotdeauna închisă
Între decenii
(Ah, viitorul!)
Cruzi şi încă oneşti,
Netrecuţi prin târgul de sclavi,
Prin mezatul ideilor
(Ah, viitorul!)
Pe ei îi visez
Întrebându-se
Cum de nu mi-am pierdut
Nici viaţa, nici minţile;
Cei ce acum nu sunt
Decât o iluzie incertă,
O presupunere optimistă
(ah, viitorul!)
Mă vor întreba
În limba lor necunoscută
Cum de am reuşit să ajung
Până la ei,
Dacă voi ajunge
(ah, viitorul!)
Şi eu voi simţi
Că nu le pot răspunde
""Prin absurd"",
Pentru că absurdul e o noţiune
Intraductibilă
Dintr-o epocă în alta.
",Ana Blandiana
Molecule de calciu,"Să nu mă grăbesc,
Să las timpul să treacă,
Fiecare secundă-n cădere
Erodează puţin
Suferinţa.
Să aştept.
Fiecare val ce se sparge
Sapă în stânca
De care-s înlănţuit,
Fiecare fir de rugină
Subţiază lanţul.
Într-un mileniu, în două,
Stânca va fi nisip,
Fierul verigilor pulbere,
Oasele mele, molecule de calciu
Risipite în apă,
Suferinţa nimic.
",Ana Blandiana
Orologii pe şine,"Ceasurile din când în când
Se opresc, apoi pornesc mai departe,
Dar cei care sunt duşi astfel
Nu ştiu că ele s-au oprit
Şi cât timp au stat,
Şi cât de tare accelerează
Ca să se-ajungă din urmă,
Şi cum în câte-o parte s-a făcut gol
Şi câteva secunde pot să se lăfăie
În compartimentul unei întregi zile.
Pe când în altă parte
Mulţimile fac valuri-valuri
Şi se caţără pe acoperişuri, pe scări, pe tampoane.
Cei duşi răspund conştiincios
""Am patruzeci şi doi de ani"",
Fără să ştie că unele cifre sunt minute,
Iar altele milenii
Şi nici numele staţiilor
În care s-au oprit
Pentru a face cruce cu alţii
Sau fără motiv.
",Ana Blandiana
Inscripţie,"Tot ce se poate-nţelege
E fără speranţă şi lege
Şi creşte dospind în eres
Tot ce e fără-nţeles.
",Ana Blandiana
Termometru,"""Principalul e să nu ne pierdem minţile"",
Auzeam mereu
Şi-mi imaginam minţile
Ca pe nişte bobiţe de mercur
Neastâmpărate, greu de stăpânit
Şi gata mereu să se piardă,
Pe care mi-ar fi plăcut
Să le strâng la un loc
Într-o singură bulă strălucitoare,
Aşa cum făcusem o dată
Când se spărsese termometrul,
Culegând în palmă
Sângele lui argintiu.
Adormisem atunci - ţin minte -
Disperată de somn,
Strângând pumnul cu încăpăţânare
Peste sâmburul viu,
În timp ce auzeam
Vorbele îngrijorate ale celor mai mari:
Să nu ne pierdem minţile...
",Ana Blandiana
În jar,"Ardeţi satele, strigă Crişan,
Ardeţi satele care nu se ridică,
Faceţi-le holde mănoase de foc
Să rodească neascultarea prin vreme,
Să se stârpească ultimul sâmbur de frică,
Înălţaţi biserici de flăcări în loc
Şi cântaţi în ele blesteme!
Ardeţi satele, strigă Cloşca,
Ardeţi satele care nu se răscoală,
Să se mistuie toată răbdarea din ele,
Nici un fir de umilinţă să nu mai poată-ncolţi,
Înălţaţi din flăcări până la nouri castele
Şi locuiţi-le cu îndrăzneală
În veacul veacurilor vii!
Numai Horia tace şi se uită în jar:
Nu poate fi în zadar, în zadar, în zadar...
",Ana Blandiana
Nord,"Puterea soarelui
Refuzând echilibrul cu noaptea,
Lumină neliniştitoare
Aşa cum binele pur este ameninţător,
Dovadă că omenirea
Şi-a condamnat la moarte
Nu atât criminalii,
Cât sfinţii.
",Ana Blandiana
Baladă,"N-am altă Ană,
Mă zidesc pe mine,
Dar cine-mi poate spune că-i destul,
Când zidul nu se surpă de la sine,
Ci-mpins de-o toană
De buldozer somnambul
Înaintând de-a valma prin coşmar.
Şi iar zidesc
Cum aş zidi un val,
A doua zi iar,
A treia zi iar,
A patra zi iar,
O mănăstire pururea lichidă
Sortită să se năruie la mal;
Şi iar zidesc,
O, var
Şi cărămidă
Şi, fără de prihană,
O făptură
Ca armătură
Visului infam:
N-am altă Ană
Şi pe mine chiar
Din ce în ce mai rar
Mă am.
",Ana Blandiana
Suficientă mie,"Suficientă mie nu mi-am fost niciodată,
Atârnând mereu ca un fruct de o creangă în vânt,
Ca de un arc încordat, o săgeată,
Ca de propria sa etimologie, un cuvânt.
Ce-am însemnat înainte de-a fi fost pe pământ,
Ce sens visat de demult devenit speranţă uitată
Mă străbate sărind peste rând
Şi făcându-şi din mine dovadă
Şi verigă a unui mister amânat
Ca să continue diferit însă viu,
Plătind cu dobândă acelaşi păcat
Pe care ţi-l las moştenire târziu,
Ca să-l înţelegi şi să-l porţi mai bogat,
Numai tu, cititor nenăscut, ca un fiu...
",Ana Blandiana
Rugă,"Ajută-mă să plâng şi să mă rog,
Să îmi privesc destinul inorog
Cu steaua-n frunte răsucită corn
Spre care-n vis mulţimile se-ntorn;
Ajută-mă să plâng şi să îndur
Dispreţul laudei ce creşte-n jur
În ochii lacomi, fără de noroc;
Ajută-mă să plâng şi să mă rog,
Ajută-mă să blestem şi să plâng
Lumea supusă ochiului meu stâng,
Ajută-mă să plâng şi să accept
Lumea ascunsă ochiului meu drept;
Ajută-mă să plâng şi să suport
Catapeteasma ochiului tău mort
Şi nemaidesluşitul paradis
Strivit în ochiul tău închis.
",Ana Blandiana
Două cruci,"Tu ai fost crucea mea
Înaltă, subţire,
În stare să mă răstignească
Grindă pe grindă.
Eu am fost crucea ta
Copilărească,
Răsfrântă-n oglindă.
Aceeaşi mişcare
Pentru îmbrăţişare
Şi răstignire,
Pentru mire
Şi pentru mireasă.
Lasă
Vremea să curgă de două ori,
Dinspre seară, şi dinspre zori,
Pentru unul, şi pentru altul,
Să ne asemene,
Şi să ne-acopere sumbră
Cu flori -
Printre care să privim spre înaltul
Desenat cu două cruci gemene:
Una de umbră.
",Ana Blandiana
În vizită,"Bătrâni venind cu duioşie la cimitir
Ca într-o vizită protocolară
În lumea cealaltă,
Obosiţi la gândul că mai trebuie
Să se întoarcă acasă,
Că nu pot rămâne
Definitiv.
",Ana Blandiana
Definiţie,"Prea frumos
Pentru a nu fi cucerit,
Prea tânăr
Pentru a nu fi stăpânit,
Prea bogat
Pentru a-şi aparţine;
Prea înţelept
Pentru a lupta,
Prea curajos
Pentru a nu fi rănit
Prea sceptic
Pentru a nu fi înfrânt;
Prea înfrânt
Pentru a nu fi liber,
Prea liber
Pentru a nu fi umilit,
Prea umilit
Pentru a muri.
",Ana Blandiana
Corabia cu poeţi,"Poeţii cred că e o corabie
Şi se îmbarcă.
Lăsaţi-mă să mă urc pe corabia cu poeţi
Înaintând pe valurile timpului
Fără să-şi clatine catargul
Şi fără să aibă nevoie ca să mişte din loc
(Pentru că timpul se mişcă
În jurul ei tot mai repede).
Poeţii aşteaptă, şi refuză să doarmă,
Refuză să moară,
Ca să nu piardă clipa din urmă
Când corabia se va desprinde de ţărm -
Dar ce e nemurirea dacă nu
Chiar această corabie de piatră,
Aşteptând cu încăpăţânare ceva
Ce nu se va întâmpla niciodată?
",Ana Blandiana
Bătrâni şi tineri,"Bătrâni şi tineri,
Toţi stângaci,
Nu încă unii
Iar ceilalţi nu mai,
Şi-n sâmburul din care mă desfaci,
Un biet adult se înmulţeşte. Vai,
Ce jalnic fragmentaţi
Şi fără miez,
Timpi depărtaţi egal de mine!
O, Doamne spune-mi unde să m-aşez
Când toate vârstele îmi sunt străine
Şi în zadar
Copilul care sunt
Caută speriat un timp cărunt
Sau chiar,
Mergând cu visul mai departe,
O cât mai luminoasă moarte...
Dar nu găseşte disperat decât
O nemurire-n care i-e urât.
",Ana Blandiana
Călin,"Gazel
Toamna frunzele colindă,
Sun-un grier sub o grindă,
Vântul jalnic bate-n geamuri
Cu o mână tremurândă,
Iară tu la gura sobei
Stai ca somnul să te prindă.
Ce tresari din vis deodată?
Tu auzi păşind în tindă -
E iubitul care vine
De mijloc să te cuprindă
Şi în faţa ta frumoasă
O să ţie o oglindă,
Să te vezi pe tine însăţi
Visătoare, surâzândă.
Pe un deal răsare luna, ca o vatră de jăratic,
Rumenind străvechii codri şi castelul singuratic
Ş-ale râurilor ape, ce sclipesc fugind în ropot -
De departe-n văi coboară tânguiosul glas de clopot;
Pe deasupra de prăpăstii sunt zidiri de cetăţuie,
Acăţat de pietre sure un voinic cu greu le suie;
Aşezând genunchi şi mână când pe-un colţ, când pe alt colţ,
Au ajuns să rupă gratii ruginite-a unei bolţi
Şi pe-a degetelor vârfuri în ietacul tăinuit
Intră - unde zidul negru într-un arc a-ncremenit.
Ci prin flori întreţesute, printre gratii luna moale
Sfiicioasă şi smerită şi-au vărsat razele sale;
Unde-ajung par văruite zid, podele, ca de cridă,
Pe-unde nu - părea că umbra cu cărbune-i zugrăvită.
Iar de sus pân-în podele un painjen prins de vrajă
A ţesut subţire pânză străvezie ca o mreajă;
Tremurând ea licureşte şi se pare a se rumpe,
Încărcată de o bură, de un colb de pietre scumpe.
După pânza de painjen doarme fata de-mpărat;
Înecată de lumină e întinsă în crivat.
Al ei chip se zugrăveşte plin şi alb: cu ochiu-l măsuri
Prin uşoară-nvineţire a subţirilor mătăsuri;
Ici şi colo a ei haină s-a desprins din sponci ş-arată
Trupul alb în goliciunea-i, curăţia ei de fată.
Răsfiratul păr de aur peste perini se-mprăştie,
Tâmpla bate liniştită ca o umbră viorie,
Şi sprâncenele arcate fruntea albă i-o încheie,
Cu o singură trăsură măiestrit le încondeie;
Sub pleoapele închise globii ochilor se bat,
Braţul ei atârnă leneş peste marginea de pat;
De a vârstei ei căldură fragii sânului se coc,
A ei gură-i descleştată de-a suflării sale foc,
Ea zâmbind îşi mişcă dulce a ei buze mici, subţiri;
Iar pe patu-i şi la capu-i presuraţi-s trandafiri.
Iar voinicul s-apropie şi cu mâna sa el rumpe
Pânza cea acoperită de un colb de pietre scumpe:
A frumseţii haruri goale ce simţirile-i adapă,
Încăperile gândirii mai nu pot să le încapă.
El în braţe prinde fata, peste faţă i se-nclină,
Pune gura lui fierbinte pe-a ei buze ce suspină,
Şi inelul scump i-l scoate de pe degetul cel mic -
Ş-apoi pleacă iar în lume năzdrăvanul cel voinic.
Ea a doua zi se miră cum de firele sunt rupte,
Şi-n oglind-ale ei buze vede vinete şi supte -
Ea zâmbind şi trist se uită, şopoteşte blând din gură:
- Zburător cu negre plete, vin' la noapte de mă fură.
Fiecine cum i-e vrerea, despre fete samă deie-şi -
Dar ea seamănă celora îndrăgiţi de singuri ei-şi.
Şi Narcis văzându-şi faţa în oglinda sa, izvorul,
Singur fuse îndrăgitul, singur el îndrăgitorul.
Şi de s-ar putea pe dânsa cineva ca să o prindă,
Când cu ochii mari, sălbateci se priveşte în oglindă,
Subţiindu-şi gura mică şi chemându-se pe nume
Şi fiindu-şi sie dragă cum nu-i este nime-n lume,
Atunci el cu o privire nălucirea i-ar discoasă
Cum că ea - frumoasa fată - a ghicit că e frumoasă.
Idol tu! răpire minţii! cu ochi mari şi părul des,
Pentr-o inimă fecioară mândru idol ţi-ai ales!
Ce şopteşte ea în taină când priveşte cu mirare
Al ei chip gingaş şi tânăr, de la cap pân' la picioare?
""Vis frumos avut-am noaptea. A venit un zburător
Şi strângându-l tare-n braţe, era mai ca să-l omor...
Şi de-aceea când mă caut în peretele de-oglinzi,
Singurică-n cămăruţă braţe albe eu întinz
Şi mă-mbrac în părul galben, ca în strai uşor ţesut,
Şi zărind rotundu-mi umăr mai că-mi vine să-l sărut.
Şi atunci de sfiiciune mi-iese sângele-n obraz -
Cum nu vine zburătorul ca la pieptul lui să caz?
Dacă boiul mi-l înmlădiiu, dacă ochii mei îmi plac,
E temeiul că acestea fericit pe el îl fac.
Şi mi-s dragă mie însămi pentru că-i sunt dragă lui -
Gură tu! învaţă minte, nu mă spune nimărui,
Nici chiar lui, când vine noaptea lângă patul meu tiptil,
Doritor ca o femeie şi viclean ca un copil!""
Astfel vine-n toată noatea zburător la al ei pat.
Se trezi din somn deodată de sărutu-i fermecat;
Şi atuncea când spre uşă el se-ntoarce ca să fugă,
Ea-l opreşte-n loc cu ochii şi c-o mult smerită rugă:
- O, rămâi, rămâi la mine, tu, cu viers duios de foc,
Zburător cu plete negre, umbră fără de noroc
Şi nu crede că în lume, singurel şi rătăcit,
Nu-i găsi un suflet tânăr ce de tine-i îngrădit.
O, tu umbră pieritoare, cu adâncii, triştii ochi,
Dulci-s ochii umbrei tale - nu le fie de diochi!
El s-aşează lângă dânsa şi o prinde de mijloc,
Ea şopteşte vorbe arse de al buzelor ei foc:
- O, şopteşte-mi - zice dânsul - tu cu ochii plini d-eres
Dulci cuvinte ne'nţelese, însă pline de-nţeles.
Al vieţii vis de aur ca un fulger, ca o clipă-i,
Şi-l visez, când cu-a mea mână al tău braţ rotund îl pipăi,
Când pui capul tu pe pieptu-mi şi bătăile îi numeri,
Când sărut cu-mpătimire ai tăi albi şi netezi umeri
Şi când sorb al tău răsuflet în suflarea vieţii mele
Şi când inima ne creşte de un dor, de-o dulce jele;
Când pierdută razimi fruntea de-arzătorul meu obraz,
Părul tău bălai şi moale de mi-l legi după grumaz,
Ochii tăi pe jumătate de-i închizi, mi-ntinzi o gură,
Fericit mă simt atuncea cu asupra de măsură.
Tu!!... nu vezi... nu-ţi aflu nume... Limba-n gură mi se leagă
Şi nu pot să-ţi spun odată cât - ah! cât îmi eşti de dragă!
Ei şoptesc, multe şi-ar spune şi nu ştiu de-unde să-nceapă,
Căci pe rând şi-astupă gura când cu gura se adapă;
Unu-n braţele altuia, tremurând ei se sărută,
Numai ochiul e vorbareţ, iară limba lor e mută,
Ea-şi acopere cu mâna faţa roşă de sfială,
Ochii-n lacrimi şi-i ascunde într-un păr ca de peteală.
S-au făcut ca ceara albă faţa roşă ca un măr,
Şi atâta de subţire, să o tai c-un fir de păr.
Şi cosiţa ta bălaie o aduni la ochi plângând,
Inimă făr' de nădejde, suflete bătut de gând.
Toată ziua la fereastră, suspinând, nu spui nimică,
Ridicând a tale gene, al tău suflet se ridică;
Urmărind pe ceruri limpezi cum pluteşte-o ciocârlie,
Tu ai vrea să spui să ducă către dânsul o solie,
Dar ea zboară... tu cu ochiul plutitor şi-ntunecos
Stai cu buze discleştate de un tremur dureros.
Nu-ţi mai scurge ochii tineri, dulcii cerului fiaştri.
Nu uita că-n lacrimi este taina ochilor albaştri.
Stele rare din tărie cad ca picuri de argint,
Şi seninul cer albastru mândru lacrimile-l prind;
Dar dacă ar cădea toate, el rămâne trist şi gol,
N-ai putea să faci cu ochii înălţimilor ocol -
Noaptea stelelor, a lunei, a oglinzilor de râu
Nu-i ca noaptea cea mocnită şi pustie din sicriu;
Şi din când în când vărsate, mândru lacrimile-ţi şed,
Dar de seci întreg izvorul, atunci cum o să te văd?
Prin ei curge rumenirea, mândră, ca de trandafiri,
Şi zăpada viorie din obrajii tăi subţiri -
Apoi noaptea lor albastră, a lor dulce vecinicie,
Ce uşor se mistuieşte prin plânsorile pustie...
Cine e nerod să ardă în cărbuni smarandul rar
Ş-a lui vecinică lucire s-o strivească în zadar?
Tu-ţi arzi ochii şi frumseţa... Dulce noaptea lor se stinge,
Şi nici ştii ce pierde lumea. Nu mai plânge, nu mai plânge!
O, tu crai cu barba-n noduri ca şi câlţii când nu-i perii,
Tu în cap nu ai grăunţe, numai pleavă şi puzderii.
Bine-ţi pare să fii singur, crai bătrân fără de minţi,
Să oftezi dup-a ta fată, cu ciubucul între dinţi?
Să te primbli şi să numeri scânduri albe în cerdac?
Mult bogat ai fost odată, mult rămas-ai tu sărac!
Alungat-o-ai pe dânsa, ca departe de părinţi
În coliba împistrită ea să nasc-un pui de prinţ.
În zadar ca s-o mai cate tu trimiţi în lume crainic,
Nimeni n-a afla locaşul unde ea s-ascunde tainic.
Sură-i sara cea de toamnă; de pe lacuri apa sură
Înfunda mişcarea-i creaţă între stuf la iezătură;
Iar pădurea lin suspină şi prin frunzele uscate
Rânduri, rânduri trece-un freamăt, ce le scutură pe toate.
De când codrul, dragul codru, troienindu-şi frunza toată,
Îşi deschide-a lui adâncuri, faţa lunei să le bată,
Tristă-i firea, iară vântul sperios vo creangă farmă -
Singuratece izvoare fac cu valurile larmă.
Pe potica dinspre codri cine oare se coboară?
Un voinic cu ochi de vultur lunga vale o măsoară.
Şapte ani de când plecat-ai, zburător cu negre plete,
Ş-ai uitat de soarta mândrei, iubitoarei tale fete!
Şi pe câmpul gol el vede un copil umblând desculţ
Şi cercând ca să adune într-un cârd bobocii mulţi.
- Bună vreme, măi băiete! - Mulţumim, voinic străin!
- Cum te cheamă, măi copile? - Ca pe tată-meu - Călin;
Mama-mi spune câteodată, de-o întreb: a cui-s, mamă?
""Zburătoru-ţi este tată şi pe el Călin îl cheamă.""
Când l-aude, numai dânsul îşi ştia inima lui,
Căci copilul cu bobocii era chiar copilul lui.
Atunci intră în colibă şi pe capătu-unei laiţi,
Lumina cu mucul negru într-un hârb un roş opaiţ;
Se coceau pe vatra sură două turte în cenuşă,
Un papuc e sub o grindă, iară altul după uşă;
Hârâită, noduroasă, stă în colb râşniţa veche,
În cotlon torcea motanul, pieptănându-şi o ureche;
Sub icoana afumată unui sfânt cu comănac
Arde-n candel-o lumină cât un sâmbure de mac;
Pe-a icoanei policioară, busuioc şi mint-uscată
Umplu casa-ntunecoasă de-o mireasmă pipărată;
Pe cuptiorul uns cu humă şi pe coşcovii pereţi
Zugrăvit-au c-un cărbune copilaşul cel isteţ
Purceluşi cu coada sfredel şi cu beţe-n loc de labă,
Cum mai bine i se şede unui purceluş de treabă.
O beşică-n loc de sticlă e întinsă-n ferestruie
Printre care trece-o dungă mohorâtă şi gălbuie.
Pe un pat de scânduri goale doarme tânăra nevastă
În mocnitul întuneric şi cu faţa spre fereastă.
El s-aşează lângă dânsa, fruntea ei o netezeşte,
O desmiardă cu durere, suspinând o drăgosteşte,
Pleacă gura la ureche-i, blând pe nume el o cheamă,
Ea ridică somnoroasă lunga genelor maramă,
Spăriet la el se uită... i se pare că visează,
Ar zâmbi şi nu se-ncrede, ar răcni şi nu cutează.
El din patu-i o ridică şi pe pieptul lui şi-o pune,
Inima-i zvâcneşte tare, viaţa-i parcă se răpune.
Ea se uită, se tot uită, un cuvânt măcar nu spune,
Râde doar cu ochii-n lacrimi, spărietă de-o minune,
Ş-apoi îi suceşte părul pe-al ei deget alb, subţire,
Îşi ascunde faţa roşă l-a lui piept duios de mire.
El ştergarul i-l desprinde şi-l împinge lin la vale,
Drept în creştet o sărută pe-al ei păr de aur moale
Şi bărbia i-o ridică, s-uită-n ochii-i plini de apă,
Şi pe rând şi-astupă gura, când cu gura se adapă.
De treci codri de aramă, de departe vezi albind
Ş-auzi mândra glăsuire a pădurii de argint.
Acolo, lângă izvoară, iarba pare de omăt,
Flori albastre tremur ude în văzduhul tămâiet;
Pare că şi trunchii vecinici poartă suflete sub coajă,
Ce suspină printre ramuri cu a glasului lor vrajă.
Iar prin mândrul întuneric al pădurii de argint
Vezi izvoare zdrumicate peste pietre licurind;
Ele trec cu harnici unde şi suspină-n flori molatic,
Când coboară-n ropot dulce din tăpşanul prăvălatic,
Ele sar în bulgări fluizi peste prundul din răstoace,
În cuibar rotind de ape, peste care luna zace.
Mii de fluturi mici albaştri, mii de roiuri de albine
Curg în râuri sclipitoare peste flori de miere pline,
Umplu aerul văratic de mireasmă şi răcoare
A popoarelor de muşte sărbători murmuitoare.
Lângă lacul care-n tremur somnoros şi lin se bate,
Vezi o masă mare-ntinsă cu făclii prea luminate,
Căci din patru părţi a lumii împăraţi şi-mpărătese
Au venit ca să serbeze nunta gingaşei mirese;
Feţi-frumoşi cu păr de aur, zmei cu solzii de oţele,
Cititorii cei de zodii şi şăgalnicul Pepele.
Iată craiul, socru-mare, rezemat în jilţ cu spată,
El pe capu-i poartă mitră şi-i cu barba pieptănată;
Ţapăn, drept, cu schiptru-n mână, şede-n perine de puf
Şi cu crengi îl apăr pagii de muscuţe şi zăduf...
Acum iată că din codru şi Călin mirele iese,
Care ţine-n a lui mână mâna gingaşei mirese.
Îi foşnea uscat pe frunze poala lungă-a albei rochii,
Faţa-i roşie ca mărul, de noroc i-s umezi ochii;
La pământ mai că ajunge al ei păr de aur moale,
Care-i cade peste braţe, peste umerele goale.
Astfel vine mlădioasă, trupul ei frumos îl poartă.
Flori albastre are-n păru-i şi o stea în frunte poartă,
Socrul roagă-n capul mesei să poftească să se pună
Nunul mare, mândrul soare, şi pe nună, mândra lună.
Şi s-aşează toţi la masă, cum li-s anii, cum li-i rangul,
Lin vioarele răsună, iară cobza ţine hangul.
Dar ce zgomot se aude? Bâzâit ca de albine?
Toţi se uită cu mirare şi nu ştiu de unde vine,
Până văd păinjenişul între tufe ca un pod,
Peste care trece-n zgomot o mulţime de norod.
Trec furnici ducând în gură de făină marii saci,
Ca să coacă pentru nuntă şi plăcinte, şi colaci;
Şi albinele-aduc miere, aduc colb mărunt de aur,
Ca cercei din el să facă cariul, care-i meşter faur.
Iată vine nunta-ntreagă - vornicel e-un grierel,
Îi sar purici înainte cu potcoave de oţel;
În veşmânt de catifele, un bondar rotund în pântec
Somnoros pe nas ca popii glăsuieşte-ncet un cântec;
O cojiţă de alună trag locuste, podu-l scutur,
Cu musteaţa răsucită şede-n ea un mire flutur;
Fluturi mulţi, de multe neamuri, vin în urma lui un lanţ,
Toţi cu inime uşoare, toţi şăgalnici şi berbanţi.
Vin ţânţarii lăutarii, gândăceii, cărăbuşii,
Iar mireasa viorică i-aştepta-ndărătul uşii.
Şi pe masa-mpărătească sare-un greier, crainic sprinten,
Ridicat în două labe, s-a-nchinat bătând din pinten;
El tuşeşte, îşi încheie haina plină de şireturi:
- Să iertaţi, boieri, ca nunta s-o pornim şi noi alături.
",Mihai Eminescu
Adio,"De-acuma nu te-oi mai vedea,
Rămâi, rămâi, cu bine!
Mă voi feri în calea mea
De tine.
De astăzi dar tu fă ce vrei,
De astăzi nu-mi mai pasă
Că cea mai dulce-ntre femei
Mă lasă.
Căci nu mai am de obicei
Ca-n zilele acele,
Să mă îmbăt şi de scântei
Din stele,
Când degerând atâtea dăţi,
Eu mă uitam prin ramuri
Şi aşteptam să te arăţi
La geamuri.
O, cât eram de fericit
Să mergem împreună,
Sub acel farmec liniştit
De lună!
Şi când în taină mă rugam
Ca noaptea-n loc să steie,
În veci alături să te am,
Femeie!
Din a lor treacăt să apuc
Acele dulci cuvinte,
De care azi abia mi-aduc
Aminte.
Căci astăzi dacă mai ascult
Nimicurile-aceste,
Îmi pare-o veche, de demult
Poveste.
Şi dacă luna bate-n lunci
Şi tremură pe lacuri,
Totuşi îmi pare că de-atunci
Sunt veacuri.
Cu ochii serei cei dentâi
Eu n-o voi mai privi-o...
De-aceea-n urma mea rămâi -
Adio!
",Mihai Eminescu
Afară-i toamnă,"Afară-i toamnă, frunza 'mprăştiată,
Iar vântul svârlă 'n geamuri grele picuri;
Şi tu citeşti scrisori din roase plicuri
Şi într'un ceas gândeşti la viaţa toată.
Pierzându-ţi timpul tău cu dulci nimicuri,
N'ai vrea ca nimeni 'n uşa ta să bată;
Dar şi mai bine-i, când afară-i sloată, 
Să stai visând la foc, de somn să picuri.
Şi eu astfel mă uit din jet de gânduri,
Visez la basmul vechiu al zânei Dochii,
În juru-mi ceaţa creşte rânduri-rânduri;
De odat'aud foşnirea unei rochii,
Un moale pas abia atins de scânduri...
Iar mâni subţiri şi reci mi-acoper ochii.
",Mihai Eminescu
Amorul unei marmure,"Oştirile-i alungă în spaimă îngheţată,
Cu sufletu-n ruină, un rege-asirian,
Cum stâncelor aruncă durerea-i înspumată
Gemândul uragan.
De ce nu sunt un rege să sfarm cu-a mea durere,
De ce nu sunt Satana, de ce nu-s Dumnezeu,
Să fac să rump-o lume ce sfâşie-n tăcere
Zdrobit sufletul meu.
Un leu pustiei rage turbarea lui fugindă,
Un ocean se-mbată pe-al vânturilor joc,
Şi norii-şi spun în tunet durerea lor mugindă,
Gândirile de foc.
Eu singur n-am cui spune cumplita mea durere,
Eu singur n-am cui spune nebunul meu amor,
Căci mie mi-a dat soarta amara mângâiere
O piatră să ador.
Murindului speranţa, turbării răzbunarea,
Profetului blestemul, credinţei Dumnezeu,
La sinucid o umbră ce-i sperie desperarea,
Nimic, nimica eu.
Nimica, doar icoana-ţi, care mă învenină,
Nimic, doar suvenirea surâsului tău lin,
Nimic decât o rază din faţa ta senină,
Din ochiul tău senin.
Şi te iubesc, copilă, cum repedea junie
Iubeşte-n ochi de flacări al zilelor noroc,
Iubesc precum iubeşte pe-o albă vijelie
Un ocean de foc.
Din ochi de-ar soarbe geniu slăbita mea privire,
De-ar tremura la sânu-mi gingaşul tău mijloc,
Ai pune pe-a mea frunte în vise de mărire
Un diadem de foc.
Şi-aş pune soarta lumii pe buza-ţi purpurie,
Aş pune lege lumii râzândul tău delir,
Aş face al tău zâmbet un secol de orgie,
Şi lacrimile-ţi mir.
Căci te iubesc, copilă, ca zeul nemurirea,
Ca preotul altarul, ca spaima un azil;
Ca sceptrul mâna blândă, ca vulturul mărirea,
Ca visul pe-un copil.
Şi pasu-n urma-ţi zboară c-o tainică mânie,
Ca un smintit ce cată cu ochiu-ngălbenit,
Cu fruntea-nvineţită, cu faţa cenuşie
Icoana ce-a iubit.
",Mihai Eminescu
